rep,t,pop1,pop2,pop3,k1,k2,k3
1,1,0,0,1000,-1.00,-1.00,0.14
1,2,0,0,1000,-1.00,-1.00,0.31
1,3,0,0,1000,-1.00,-1.00,0.51
1,4,0,0,1000,-1.00,-1.00,0.66
1,5,0,0,1000,-1.00,-1.00,0.77
1,6,0,0,1000,-1.00,-1.00,0.88
1,7,0,0,1000,-1.00,-1.00,1.02
1,8,0,0,1000,-1.00,-1.00,1.15
1,9,0,0,1000,-1.00,-1.00,1.28
1,10,0,0,1000,-1.00,-1.00,1.31
1,11,0,0,1000,-1.00,-1.00,1.45
1,12,0,0,1000,-1.00,-1.00,1.60
1,13,0,0,1000,-1.00,-1.00,1.73
1,14,0,0,1000,-1.00,-1.00,1.85
1,15,0,0,1000,-1.00,-1.00,1.89
1,16,0,0,1000,-1.00,-1.00,2.01
1,17,0,0,1000,-1.00,-1.00,2.16
1,18,0,0,1000,-1.00,-1.00,2.18
1,19,0,0,1000,-1.00,-1.00,2.24
1,20,0,0,1000,-1.00,-1.00,2.21
1,21,0,0,1000,-1.00,-1.00,2.21
1,22,0,0,1000,-1.00,-1.00,2.24
1,23,0,0,1000,-1.00,-1.00,2.30
1,24,0,0,1000,-1.00,-1.00,2.27
1,25,0,0,1000,-1.00,-1.00,2.30
1,26,0,0,1000,-1.00,-1.00,2.37
1,27,0,0,1000,-1.00,-1.00,2.34
1,28,0,0,1000,-1.00,-1.00,2.40
1,29,0,0,1000,-1.00,-1.00,2.46
1,30,0,0,1000,-1.00,-1.00,2.45
1,31,0,0,1000,-1.00,-1.00,2.44
1,32,0,0,1000,-1.00,-1.00,2.44
1,33,0,0,1000,-1.00,-1.00,2.50
1,34,0,0,1000,-1.00,-1.00,2.59
1,35,0,0,1000,-1.00,-1.00,2.53
1,36,0,0,1000,-1.00,-1.00,2.55
1,37,0,0,1000,-1.00,-1.00,2.61
1,38,0,0,1000,-1.00,-1.00,2.77
1,39,0,0,1000,-1.00,-1.00,2.75
1,40,0,0,1000,-1.00,-1.00,2.87
1,41,0,0,1000,-1.00,-1.00,2.86
1,42,0,0,1000,-1.00,-1.00,2.84
1,43,0,0,1000,-1.00,-1.00,2.82
1,44,0,0,1000,-1.00,-1.00,2.89
1,45,0,0,1000,-1.00,-1.00,2.91
1,46,0,0,1000,-1.00,-1.00,2.91
1,47,0,0,1000,-1.00,-1.00,2.92
1,48,0,0,1000,-1.00,-1.00,2.96
1,49,0,0,1000,-1.00,-1.00,3.11
1,50,0,0,1000,-1.00,-1.00,3.15
1,51,0,0,1000,-1.00,-1.00,3.19
1,52,0,0,1000,-1.00,-1.00,3.12
1,53,0,0,1000,-1.00,-1.00,3.11
1,54,0,0,1000,-1.00,-1.00,3.16
1,55,0,0,1000,-1.00,-1.00,3.21
1,56,0,0,1000,-1.00,-1.00,3.19
1,57,0,0,1000,-1.00,-1.00,3.20
1,58,0,0,1000,-1.00,-1.00,3.12
1,59,0,0,1000,-1.00,-1.00,3.03
1,60,0,0,1000,-1.00,-1.00,3.05
1,61,0,0,1000,-1.00,-1.00,3.02
1,62,0,0,1000,-1.00,-1.00,3.06
1,63,0,0,1000,-1.00,-1.00,3.16
1,64,0,0,1000,-1.00,-1.00,3.25
1,65,0,0,1000,-1.00,-1.00,3.29
1,66,0,0,1000,-1.00,-1.00,3.29
1,67,0,0,1000,-1.00,-1.00,3.37
1,68,0,0,1000,-1.00,-1.00,3.39
1,69,0,0,1000,-1.00,-1.00,3.45
1,70,0,0,1000,-1.00,-1.00,3.50
1,71,0,0,1000,-1.00,-1.00,3.42
1,72,0,0,1000,-1.00,-1.00,3.36
1,73,0,0,1000,-1.00,-1.00,3.23
1,74,0,0,1000,-1.00,-1.00,3.29
1,75,0,0,1000,-1.00,-1.00,3.36
1,76,0,0,1000,-1.00,-1.00,3.41
1,77,0,0,1000,-1.00,-1.00,3.49
1,78,0,0,1000,-1.00,-1.00,3.45
1,79,0,0,1000,-1.00,-1.00,3.41
1,80,0,0,1000,-1.00,-1.00,3.43
1,81,0,0,1000,-1.00,-1.00,3.42
1,82,0,0,1000,-1.00,-1.00,3.30
1,83,0,0,1000,-1.00,-1.00,3.30
1,84,0,0,1000,-1.00,-1.00,3.18
1,85,0,0,1000,-1.00,-1.00,3.13
1,86,0,0,1000,-1.00,-1.00,3.20
1,87,0,0,1000,-1.00,-1.00,3.25
1,88,0,0,1000,-1.00,-1.00,3.20
1,89,0,0,1000,-1.00,-1.00,3.14
1,90,0,0,1000,-1.00,-1.00,3.15
1,91,0,0,1000,-1.00,-1.00,3.18
1,92,0,0,1000,-1.00,-1.00,3.20
1,93,0,0,1000,-1.00,-1.00,3.11
1,94,0,0,1000,-1.00,-1.00,3.18
1,95,0,0,1000,-1.00,-1.00,3.14
1,96,0,0,1000,-1.00,-1.00,3.03
1,97,0,0,1000,-1.00,-1.00,3.11
1,98,0,0,1000,-1.00,-1.00,3.15
1,99,0,0,1000,-1.00,-1.00,3.14
1,100,0,0,1000,-1.00,-1.00,3.15
1,101,0,0,1000,-1.00,-1.00,3.25
1,102,0,0,1000,-1.00,-1.00,3.23
1,103,0,0,1000,-1.00,-1.00,3.21
1,104,0,0,1000,-1.00,-1.00,3.21
1,105,0,0,1000,-1.00,-1.00,3.21
1,106,0,0,1000,-1.00,-1.00,3.29
1,107,0,0,1000,-1.00,-1.00,3.32
1,108,0,0,1000,-1.00,-1.00,3.42
1,109,0,0,1000,-1.00,-1.00,3.53
1,110,0,0,1000,-1.00,-1.00,3.54
1,111,0,0,1000,-1.00,-1.00,3.58
1,112,0,0,1000,-1.00,-1.00,3.60
1,113,0,0,1000,-1.00,-1.00,3.62
1,114,0,0,1000,-1.00,-1.00,3.69
1,115,0,0,1000,-1.00,-1.00,3.76
1,116,0,0,1000,-1.00,-1.00,3.88
1,117,0,0,1000,-1.00,-1.00,3.87
1,118,0,0,1000,-1.00,-1.00,3.80
1,119,0,0,1000,-1.00,-1.00,3.80
1,120,0,0,1000,-1.00,-1.00,3.89
1,121,0,0,1000,-1.00,-1.00,3.88
1,122,0,0,1000,-1.00,-1.00,3.95
1,123,0,0,1000,-1.00,-1.00,3.99
1,124,0,0,1000,-1.00,-1.00,3.93
1,125,0,0,1000,-1.00,-1.00,3.94
1,126,0,0,1000,-1.00,-1.00,4.01
1,127,0,0,1000,-1.00,-1.00,4.11
1,128,0,0,1000,-1.00,-1.00,4.09
1,129,0,0,1000,-1.00,-1.00,4.08
1,130,0,0,1000,-1.00,-1.00,4.14
1,131,0,0,1000,-1.00,-1.00,4.17
1,132,0,0,1000,-1.00,-1.00,4.18
1,133,0,0,1000,-1.00,-1.00,4.17
1,134,0,0,1000,-1.00,-1.00,4.09
1,135,0,0,1000,-1.00,-1.00,4.11
1,136,0,0,1000,-1.00,-1.00,4.04
1,137,0,0,1000,-1.00,-1.00,4.08
1,138,0,0,1000,-1.00,-1.00,4.09
1,139,0,0,1000,-1.00,-1.00,4.09
1,140,0,0,1000,-1.00,-1.00,4.12
1,141,0,0,1000,-1.00,-1.00,4.11
1,142,0,0,1000,-1.00,-1.00,4.06
1,143,0,0,1000,-1.00,-1.00,4.07
1,144,0,0,1000,-1.00,-1.00,3.98
1,145,0,0,1000,-1.00,-1.00,3.93
1,146,0,0,1000,-1.00,-1.00,3.99
1,147,0,0,1000,-1.00,-1.00,4.08
1,148,0,0,1000,-1.00,-1.00,3.96
1,149,0,0,1000,-1.00,-1.00,4.02
1,150,0,0,1000,-1.00,-1.00,4.00
1,151,0,0,1000,-1.00,-1.00,4.00
1,152,0,0,1000,-1.00,-1.00,3.91
1,153,0,0,1000,-1.00,-1.00,3.87
1,154,0,0,1000,-1.00,-1.00,3.76
1,155,0,0,1000,-1.00,-1.00,3.66
1,156,0,0,1000,-1.00,-1.00,3.70
1,157,0,0,1000,-1.00,-1.00,3.57
1,158,0,0,1000,-1.00,-1.00,3.55
1,159,0,0,1000,-1.00,-1.00,3.56
1,160,0,0,1000,-1.00,-1.00,3.53
1,161,0,0,1000,-1.00,-1.00,3.55
1,162,0,0,1000,-1.00,-1.00,3.55
1,163,0,0,1000,-1.00,-1.00,3.50
1,164,0,0,1000,-1.00,-1.00,3.45
1,165,0,0,1000,-1.00,-1.00,3.35
1,166,0,0,1000,-1.00,-1.00,3.32
1,167,0,0,1000,-1.00,-1.00,3.23
1,168,0,0,1000,-1.00,-1.00,3.19
1,169,0,0,1000,-1.00,-1.00,3.13
1,170,0,0,1000,-1.00,-1.00,3.18
1,171,0,0,1000,-1.00,-1.00,3.24
1,172,0,0,1000,-1.00,-1.00,3.23
1,173,0,0,1000,-1.00,-1.00,3.21
1,174,0,0,1000,-1.00,-1.00,3.22
1,175,0,0,1000,-1.00,-1.00,3.23
1,176,0,0,1000,-1.00,-1.00,3.22
1,177,0,0,1000,-1.00,-1.00,3.23
1,178,0,0,1000,-1.00,-1.00,3.26
1,179,0,0,1000,-1.00,-1.00,3.18
1,180,0,0,1000,-1.00,-1.00,3.17
1,181,0,0,1000,-1.00,-1.00,3.12
1,182,0,0,1000,-1.00,-1.00,3.17
1,183,0,0,1000,-1.00,-1.00,3.22
1,184,0,0,1000,-1.00,-1.00,3.25
1,185,0,0,1000,-1.00,-1.00,3.28
1,186,0,0,1000,-1.00,-1.00,3.14
1,187,0,0,1000,-1.00,-1.00,3.16
1,188,0,0,1000,-1.00,-1.00,3.19
1,189,0,0,1000,-1.00,-1.00,3.20
1,190,0,0,1000,-1.00,-1.00,3.22
1,191,0,0,1000,-1.00,-1.00,3.18
1,192,0,0,1000,-1.00,-1.00,3.20
1,193,0,0,1000,-1.00,-1.00,3.20
1,194,0,0,1000,-1.00,-1.00,3.18
1,195,0,0,1000,-1.00,-1.00,3.17
1,196,0,0,1000,-1.00,-1.00,3.26
1,197,0,0,1000,-1.00,-1.00,3.25
1,198,0,0,1000,-1.00,-1.00,3.23
1,199,0,0,1000,-1.00,-1.00,3.15
1,200,0,0,1000,-1.00,-1.00,3.21
1,201,0,0,1000,-1.00,-1.00,3.25
1,202,0,0,1000,-1.00,-1.00,3.20
1,203,0,0,1000,-1.00,-1.00,3.24
1,204,0,0,1000,-1.00,-1.00,3.26
1,205,0,0,1000,-1.00,-1.00,3.31
1,206,0,0,1000,-1.00,-1.00,3.29
1,207,0,0,1000,-1.00,-1.00,3.19
1,208,0,0,1000,-1.00,-1.00,3.29
1,209,0,0,1000,-1.00,-1.00,3.27
1,210,0,0,1000,-1.00,-1.00,3.32
1,211,0,0,1000,-1.00,-1.00,3.34
1,212,0,0,1000,-1.00,-1.00,3.43
1,213,0,0,1000,-1.00,-1.00,3.45
1,214,0,0,1000,-1.00,-1.00,3.57
1,215,0,0,1000,-1.00,-1.00,3.62
1,216,0,0,1000,-1.00,-1.00,3.62
1,217,0,0,1000,-1.00,-1.00,3.67
1,218,0,0,1000,-1.00,-1.00,3.80
1,219,0,0,1000,-1.00,-1.00,3.71
1,220,0,0,1000,-1.00,-1.00,3.68
1,221,0,0,1000,-1.00,-1.00,3.69
1,222,0,0,1000,-1.00,-1.00,3.59
1,223,0,0,1000,-1.00,-1.00,3.54
1,224,0,0,1000,-1.00,-1.00,3.56
1,225,0,0,1000,-1.00,-1.00,3.47
1,226,0,0,1000,-1.00,-1.00,3.44
1,227,0,0,1000,-1.00,-1.00,3.55
1,228,0,0,1000,-1.00,-1.00,3.50
1,229,0,0,1000,-1.00,-1.00,3.53
1,230,0,0,1000,-1.00,-1.00,3.52
1,231,0,0,1000,-1.00,-1.00,3.50
1,232,0,0,1000,-1.00,-1.00,3.41
1,233,0,0,1000,-1.00,-1.00,3.38
1,234,0,0,1000,-1.00,-1.00,3.42
1,235,0,0,1000,-1.00,-1.00,3.52
1,236,0,0,1000,-1.00,-1.00,3.49
1,237,0,0,1000,-1.00,-1.00,3.53
1,238,0,0,1000,-1.00,-1.00,3.60
1,239,0,0,1000,-1.00,-1.00,3.58
1,240,0,0,1000,-1.00,-1.00,3.57
1,241,0,0,1000,-1.00,-1.00,3.59
1,242,0,0,1000,-1.00,-1.00,3.60
1,243,0,0,1000,-1.00,-1.00,3.64
1,244,0,0,1000,-1.00,-1.00,3.69
1,245,0,0,1000,-1.00,-1.00,3.80
1,246,0,0,1000,-1.00,-1.00,3.78
1,247,0,0,1000,-1.00,-1.00,3.77
1,248,0,0,1000,-1.00,-1.00,3.65
1,249,0,0,1000,-1.00,-1.00,3.69
1,250,0,0,1000,-1.00,-1.00,3.61
1,251,0,0,1000,-1.00,-1.00,3.50
1,252,0,0,1000,-1.00,-1.00,3.53
1,253,0,0,1000,-1.00,-1.00,3.54
1,254,0,0,1000,-1.00,-1.00,3.52
1,255,0,0,1000,-1.00,-1.00,3.52
1,256,0,0,1000,-1.00,-1.00,3.52
1,257,0,0,1000,-1.00,-1.00,3.53
1,258,0,0,1000,-1.00,-1.00,3.49
1,259,0,0,1000,-1.00,-1.00,3.45
1,260,0,0,1000,-1.00,-1.00,3.55
1,261,0,0,1000,-1.00,-1.00,3.53
1,262,0,0,1000,-1.00,-1.00,3.54
1,263,0,0,1000,-1.00,-1.00,3.57
1,264,0,0,1000,-1.00,-1.00,3.69
1,265,0,0,1000,-1.00,-1.00,3.64
1,266,0,0,1000,-1.00,-1.00,3.67
1,267,0,0,1000,-1.00,-1.00,3.69
1,268,0,0,1000,-1.00,-1.00,3.49
1,269,0,0,1000,-1.00,-1.00,3.40
1,270,0,0,1000,-1.00,-1.00,3.45
1,271,0,0,1000,-1.00,-1.00,3.39
1,272,0,0,1000,-1.00,-1.00,3.39
1,273,0,0,1000,-1.00,-1.00,3.43
1,274,0,0,1000,-1.00,-1.00,3.46
1,275,0,0,1000,-1.00,-1.00,3.43
1,276,0,0,1000,-1.00,-1.00,3.39
1,277,0,0,1000,-1.00,-1.00,3.36
1,278,0,0,1000,-1.00,-1.00,3.33
1,279,0,0,1000,-1.00,-1.00,3.34
1,280,0,0,1000,-1.00,-1.00,3.41
1,281,0,0,1000,-1.00,-1.00,3.41
1,282,0,0,1000,-1.00,-1.00,3.37
1,283,0,0,1000,-1.00,-1.00,3.37
1,284,0,0,1000,-1.00,-1.00,3.36
1,285,0,0,1000,-1.00,-1.00,3.45
1,286,0,0,1000,-1.00,-1.00,3.57
1,287,0,0,1000,-1.00,-1.00,3.58
1,288,0,0,1000,-1.00,-1.00,3.48
1,289,0,0,1000,-1.00,-1.00,3.45
1,290,0,0,1000,-1.00,-1.00,3.36
1,291,0,0,1000,-1.00,-1.00,3.47
1,292,0,0,1000,-1.00,-1.00,3.42
1,293,0,0,1000,-1.00,-1.00,3.45
1,294,0,0,1000,-1.00,-1.00,3.42
1,295,0,0,1000,-1.00,-1.00,3.35
1,296,0,0,1000,-1.00,-1.00,3.27
1,297,0,0,1000,-1.00,-1.00,3.33
1,298,0,0,1000,-1.00,-1.00,3.36
1,299,0,0,1000,-1.00,-1.00,3.35
1,300,0,0,1000,-1.00,-1.00,3.45
1,301,0,0,1000,-1.00,-1.00,3.43
1,302,0,0,1000,-1.00,-1.00,3.49
1,303,0,0,1000,-1.00,-1.00,3.56
1,304,0,0,1000,-1.00,-1.00,3.58
1,305,0,0,1000,-1.00,-1.00,3.58
1,306,0,0,1000,-1.00,-1.00,3.65
1,307,0,0,1000,-1.00,-1.00,3.55
1,308,0,0,1000,-1.00,-1.00,3.57
1,309,0,0,1000,-1.00,-1.00,3.54
1,310,0,0,1000,-1.00,-1.00,3.47
1,311,0,0,1000,-1.00,-1.00,3.59
1,312,0,0,1000,-1.00,-1.00,3.61
1,313,0,0,1000,-1.00,-1.00,3.56
1,314,0,0,1000,-1.00,-1.00,3.56
1,315,0,0,1000,-1.00,-1.00,3.57
1,316,0,0,1000,-1.00,-1.00,3.67
1,317,0,0,1000,-1.00,-1.00,3.64
1,318,0,0,1000,-1.00,-1.00,3.70
1,319,0,0,1000,-1.00,-1.00,3.63
1,320,0,0,1000,-1.00,-1.00,3.59
1,321,0,0,1000,-1.00,-1.00,3.57
1,322,0,0,1000,-1.00,-1.00,3.49
1,323,0,0,1000,-1.00,-1.00,3.44
1,324,0,0,1000,-1.00,-1.00,3.50
