rep,t,pop1,pop2,pop3,k1,k2,k3
1,1,0,0,1000,-1.00,-1.00,0.06
1,2,0,0,1000,-1.00,-1.00,0.11
1,3,0,0,1000,-1.00,-1.00,0.16
1,4,0,0,1000,-1.00,-1.00,0.25
1,5,0,0,1000,-1.00,-1.00,0.28
1,6,0,0,1000,-1.00,-1.00,0.30
1,7,0,0,1000,-1.00,-1.00,0.32
1,8,0,0,1000,-1.00,-1.00,0.34
1,9,0,0,1000,-1.00,-1.00,0.37
1,10,0,0,1000,-1.00,-1.00,0.40
1,11,0,0,1000,-1.00,-1.00,0.40
1,12,0,0,1000,-1.00,-1.00,0.46
1,13,0,0,1000,-1.00,-1.00,0.49
1,14,0,0,1000,-1.00,-1.00,0.47
1,15,0,0,1000,-1.00,-1.00,0.50
1,16,0,0,1000,-1.00,-1.00,0.51
1,17,0,0,1000,-1.00,-1.00,0.60
1,18,0,0,1000,-1.00,-1.00,0.63
1,19,0,0,1000,-1.00,-1.00,0.66
1,20,0,0,1000,-1.00,-1.00,0.70
1,21,0,0,1000,-1.00,-1.00,0.73
1,22,0,0,1000,-1.00,-1.00,0.76
1,23,0,0,1000,-1.00,-1.00,0.80
1,24,0,0,1000,-1.00,-1.00,0.80
1,25,0,0,1000,-1.00,-1.00,0.85
1,26,0,0,1000,-1.00,-1.00,0.85
1,27,0,0,1000,-1.00,-1.00,0.82
1,28,0,0,1000,-1.00,-1.00,0.85
1,29,0,0,1000,-1.00,-1.00,0.86
1,30,0,0,1000,-1.00,-1.00,0.90
1,31,0,0,1000,-1.00,-1.00,0.91
1,32,0,0,1000,-1.00,-1.00,0.90
1,33,0,0,1000,-1.00,-1.00,0.90
1,34,0,0,1000,-1.00,-1.00,0.87
1,35,0,0,1000,-1.00,-1.00,0.81
1,36,0,0,1000,-1.00,-1.00,0.81
1,37,0,0,1000,-1.00,-1.00,0.87
1,38,0,0,1000,-1.00,-1.00,0.89
1,39,0,0,1000,-1.00,-1.00,0.88
1,40,0,0,1000,-1.00,-1.00,0.83
1,41,0,0,1000,-1.00,-1.00,0.90
1,42,0,0,1000,-1.00,-1.00,0.92
1,43,0,0,1000,-1.00,-1.00,1.00
1,44,0,0,1000,-1.00,-1.00,0.99
1,45,0,0,1000,-1.00,-1.00,0.98
1,46,0,0,1000,-1.00,-1.00,1.04
1,47,0,0,1000,-1.00,-1.00,1.00
1,48,0,0,1000,-1.00,-1.00,1.06
1,49,0,0,1000,-1.00,-1.00,1.08
1,50,0,0,1000,-1.00,-1.00,1.08
1,51,0,0,1000,-1.00,-1.00,1.01
1,52,0,0,1000,-1.00,-1.00,1.00
1,53,0,0,1000,-1.00,-1.00,1.03
1,54,0,0,1000,-1.00,-1.00,1.05
1,55,0,0,1000,-1.00,-1.00,1.09
1,56,0,0,1000,-1.00,-1.00,1.04
1,57,0,0,1000,-1.00,-1.00,1.01
1,58,0,0,1000,-1.00,-1.00,1.03
1,59,0,0,1000,-1.00,-1.00,1.02
1,60,0,0,1000,-1.00,-1.00,0.97
1,61,0,0,1000,-1.00,-1.00,0.96
1,62,0,0,1000,-1.00,-1.00,0.97
1,63,0,0,1000,-1.00,-1.00,0.97
1,64,0,0,1000,-1.00,-1.00,1.01
1,65,0,0,1000,-1.00,-1.00,1.02
1,66,0,0,1000,-1.00,-1.00,1.08
1,67,0,0,1000,-1.00,-1.00,1.15
1,68,0,0,1000,-1.00,-1.00,1.16
1,69,0,0,1000,-1.00,-1.00,1.17
1,70,0,0,1000,-1.00,-1.00,1.12
1,71,0,0,1000,-1.00,-1.00,1.15
1,72,0,0,1000,-1.00,-1.00,1.15
1,73,0,0,1000,-1.00,-1.00,1.18
