rep,t,pop1,pop2,pop3,k1,k2,k3
1,1,0,0,1000,-1.00,-1.00,0.60
1,2,0,0,1000,-1.00,-1.00,1.15
1,3,0,0,1000,-1.00,-1.00,1.68
1,4,0,0,1000,-1.00,-1.00,2.26
1,5,0,0,1000,-1.00,-1.00,2.72
1,6,0,0,1000,-1.00,-1.00,3.12
1,7,0,0,1000,-1.00,-1.00,3.48
1,8,0,0,1000,-1.00,-1.00,3.88
1,9,0,0,1000,-1.00,-1.00,4.40
1,10,0,0,1000,-1.00,-1.00,4.71
1,11,0,0,1000,-1.00,-1.00,5.05
1,12,0,0,1000,-1.00,-1.00,5.40
1,13,0,0,1000,-1.00,-1.00,5.70
1,14,0,0,1000,-1.00,-1.00,5.98
1,15,0,0,1000,-1.00,-1.00,6.18
1,16,0,0,1000,-1.00,-1.00,6.48
1,17,0,0,1000,-1.00,-1.00,6.71
1,18,0,0,1000,-1.00,-1.00,6.98
1,19,0,0,1000,-1.00,-1.00,7.12
1,20,0,0,1000,-1.00,-1.00,7.41
1,21,0,0,1000,-1.00,-1.00,7.70
1,22,0,0,1000,-1.00,-1.00,7.89
1,23,0,0,1000,-1.00,-1.00,8.02
1,24,0,0,1000,-1.00,-1.00,8.14
1,25,0,0,1000,-1.00,-1.00,8.24
1,26,0,0,1000,-1.00,-1.00,8.44
1,27,0,0,1000,-1.00,-1.00,8.67
1,28,0,0,1000,-1.00,-1.00,8.72
1,29,0,0,1000,-1.00,-1.00,8.88
1,30,0,0,1000,-1.00,-1.00,8.86
1,31,0,0,1000,-1.00,-1.00,9.00
1,32,0,0,1000,-1.00,-1.00,9.17
1,33,0,0,1000,-1.00,-1.00,9.34
1,34,0,0,1000,-1.00,-1.00,9.38
1,35,0,0,1000,-1.00,-1.00,9.33
1,36,0,0,1000,-1.00,-1.00,9.36
1,37,0,0,1000,-1.00,-1.00,9.35
1,38,0,0,1000,-1.00,-1.00,9.19
1,39,0,0,1000,-1.00,-1.00,9.35
1,40,0,0,1000,-1.00,-1.00,9.58
1,41,0,0,1000,-1.00,-1.00,9.68
1,42,0,0,1000,-1.00,-1.00,9.82
1,43,0,0,1000,-1.00,-1.00,9.59
1,44,0,0,1000,-1.00,-1.00,9.76
1,45,0,0,1000,-1.00,-1.00,9.83
1,46,0,0,1000,-1.00,-1.00,9.95
1,47,0,0,1000,-1.00,-1.00,9.93
1,48,0,0,1000,-1.00,-1.00,10.06
1,49,0,0,1000,-1.00,-1.00,10.27
1,50,0,0,1000,-1.00,-1.00,10.47
1,51,0,0,1000,-1.00,-1.00,10.40
1,52,0,0,1000,-1.00,-1.00,10.47
1,53,0,0,1000,-1.00,-1.00,10.63
1,54,0,0,1000,-1.00,-1.00,10.64
1,55,0,0,1000,-1.00,-1.00,10.48
1,56,0,0,1000,-1.00,-1.00,10.66
1,57,0,0,1000,-1.00,-1.00,10.58
1,58,0,0,1000,-1.00,-1.00,10.75
1,59,0,0,1000,-1.00,-1.00,10.88
1,60,0,0,1000,-1.00,-1.00,10.93
1,61,0,0,1000,-1.00,-1.00,11.07
1,62,0,0,1000,-1.00,-1.00,11.13
1,63,0,0,1000,-1.00,-1.00,11.37
1,64,0,0,1000,-1.00,-1.00,11.38
1,65,0,0,1000,-1.00,-1.00,11.35
1,66,0,0,1000,-1.00,-1.00,11.62
