rep,t,pop1,pop2,pop3,k1,k2,k3
1,1,0,0,1000,-1.00,-1.00,0.50
1,2,0,0,1000,-1.00,-1.00,0.95
1,3,0,0,1000,-1.00,-1.00,1.41
1,4,0,0,1000,-1.00,-1.00,1.86
1,5,0,0,1000,-1.00,-1.00,2.24
1,6,0,0,1000,-1.00,-1.00,2.57
1,7,0,0,1000,-1.00,-1.00,2.88
1,8,0,0,1000,-1.00,-1.00,3.19
1,9,0,0,1000,-1.00,-1.00,3.45
1,10,0,0,1000,-1.00,-1.00,3.67
1,11,0,0,1000,-1.00,-1.00,3.86
1,12,0,0,1000,-1.00,-1.00,4.03
1,13,0,0,1000,-1.00,-1.00,4.27
1,14,0,0,1000,-1.00,-1.00,4.52
1,15,0,0,1000,-1.00,-1.00,4.78
1,16,0,0,1000,-1.00,-1.00,5.12
1,17,0,0,1000,-1.00,-1.00,5.32
1,18,0,0,1000,-1.00,-1.00,5.61
1,19,0,0,1000,-1.00,-1.00,5.72
1,20,0,0,1000,-1.00,-1.00,5.90
1,21,0,0,1000,-1.00,-1.00,6.03
1,22,0,0,1000,-1.00,-1.00,6.22
1,23,0,0,1000,-1.00,-1.00,6.37
1,24,0,0,1000,-1.00,-1.00,6.68
1,25,0,0,1000,-1.00,-1.00,6.76
1,26,0,0,1000,-1.00,-1.00,6.72
1,27,0,0,1000,-1.00,-1.00,6.84
1,28,0,0,1000,-1.00,-1.00,6.94
1,29,0,0,1000,-1.00,-1.00,7.16
1,30,0,0,1000,-1.00,-1.00,7.16
1,31,0,0,1000,-1.00,-1.00,7.33
1,32,0,0,1000,-1.00,-1.00,7.34
1,33,0,0,1000,-1.00,-1.00,7.47
1,34,0,0,1000,-1.00,-1.00,7.77
1,35,0,0,1000,-1.00,-1.00,8.00
1,36,0,0,1000,-1.00,-1.00,8.12
1,37,0,0,1000,-1.00,-1.00,8.25
1,38,0,0,1000,-1.00,-1.00,8.43
1,39,0,0,1000,-1.00,-1.00,8.55
1,40,0,0,1000,-1.00,-1.00,8.49
1,41,0,0,1000,-1.00,-1.00,8.51
1,42,0,0,1000,-1.00,-1.00,8.62
1,43,0,0,1000,-1.00,-1.00,8.76
1,44,0,0,1000,-1.00,-1.00,8.74
1,45,0,0,1000,-1.00,-1.00,8.76
1,46,0,0,1000,-1.00,-1.00,8.78
1,47,0,0,1000,-1.00,-1.00,8.75
1,48,0,0,1000,-1.00,-1.00,8.98
1,49,0,0,1000,-1.00,-1.00,8.99
1,50,0,0,1000,-1.00,-1.00,9.05
1,51,0,0,1000,-1.00,-1.00,9.14
1,52,0,0,1000,-1.00,-1.00,9.06
1,53,0,0,1000,-1.00,-1.00,9.28
1,54,0,0,1000,-1.00,-1.00,9.18
1,55,0,0,1000,-1.00,-1.00,9.06
1,56,0,0,1000,-1.00,-1.00,9.06
1,57,0,0,1000,-1.00,-1.00,9.06
1,58,0,0,1000,-1.00,-1.00,8.94
1,59,0,0,1000,-1.00,-1.00,9.16
1,60,0,0,1000,-1.00,-1.00,9.23
1,61,0,0,1000,-1.00,-1.00,9.27
1,62,0,0,1000,-1.00,-1.00,9.27
1,63,0,0,1000,-1.00,-1.00,9.36
1,64,0,0,1000,-1.00,-1.00,9.40
1,65,0,0,1000,-1.00,-1.00,9.39
1,66,0,0,1000,-1.00,-1.00,9.39
1,67,0,0,1000,-1.00,-1.00,9.42
1,68,0,0,1000,-1.00,-1.00,9.41
1,69,0,0,1000,-1.00,-1.00,9.27
1,70,0,0,1000,-1.00,-1.00,9.18
1,71,0,0,1000,-1.00,-1.00,9.09
1,72,0,0,1000,-1.00,-1.00,9.14
1,73,0,0,1000,-1.00,-1.00,9.27
1,74,0,0,1000,-1.00,-1.00,9.53
1,75,0,0,1000,-1.00,-1.00,9.67
1,76,0,0,1000,-1.00,-1.00,9.64
1,77,0,0,1000,-1.00,-1.00,9.72
1,78,0,0,1000,-1.00,-1.00,9.64
1,79,0,0,1000,-1.00,-1.00,9.63
1,80,0,0,1000,-1.00,-1.00,9.68
1,81,0,0,1000,-1.00,-1.00,9.67
1,82,0,0,1000,-1.00,-1.00,9.93
1,83,0,0,1000,-1.00,-1.00,9.78
1,84,0,0,1000,-1.00,-1.00,10.04
1,85,0,0,1000,-1.00,-1.00,10.13
1,86,0,0,1000,-1.00,-1.00,10.26
1,87,0,0,1000,-1.00,-1.00,10.25
1,88,0,0,1000,-1.00,-1.00,10.30
1,89,0,0,1000,-1.00,-1.00,10.44
1,90,0,0,1000,-1.00,-1.00,10.62
1,91,0,0,1000,-1.00,-1.00,10.42
1,92,0,0,1000,-1.00,-1.00,10.59
1,93,0,0,1000,-1.00,-1.00,10.69
1,94,0,0,1000,-1.00,-1.00,10.73
1,95,0,0,1000,-1.00,-1.00,10.84
1,96,0,0,1000,-1.00,-1.00,10.98
1,97,0,0,1000,-1.00,-1.00,11.12
1,98,0,0,1000,-1.00,-1.00,11.31
1,99,0,0,1000,-1.00,-1.00,11.55
1,100,0,0,1000,-1.00,-1.00,11.63
1,101,0,0,1000,-1.00,-1.00,11.34
1,102,0,0,1000,-1.00,-1.00,11.47
1,103,0,0,1000,-1.00,-1.00,11.35
