rep,t,pop1,pop2,pop3,k1,k2,k3
1,1,0,0,1000,-1.00,-1.00,0.35
1,2,0,0,1000,-1.00,-1.00,0.71
1,3,0,0,1000,-1.00,-1.00,0.98
1,4,0,0,1000,-1.00,-1.00,1.23
1,5,0,0,1000,-1.00,-1.00,1.44
1,6,0,0,1000,-1.00,-1.00,1.78
1,7,0,0,1000,-1.00,-1.00,2.06
1,8,0,0,1000,-1.00,-1.00,2.37
1,9,0,0,1000,-1.00,-1.00,2.66
1,10,0,0,1000,-1.00,-1.00,3.06
1,11,0,0,1000,-1.00,-1.00,3.17
1,12,0,0,1000,-1.00,-1.00,3.35
1,13,0,0,1000,-1.00,-1.00,3.49
1,14,0,0,1000,-1.00,-1.00,3.68
1,15,0,0,1000,-1.00,-1.00,3.89
1,16,0,0,1000,-1.00,-1.00,4.02
1,17,0,0,1000,-1.00,-1.00,4.14
1,18,0,0,1000,-1.00,-1.00,4.41
1,19,0,0,1000,-1.00,-1.00,4.60
1,20,0,0,1000,-1.00,-1.00,4.78
1,21,0,0,1000,-1.00,-1.00,4.96
1,22,0,0,1000,-1.00,-1.00,5.17
1,23,0,0,1000,-1.00,-1.00,5.32
1,24,0,0,1000,-1.00,-1.00,5.28
1,25,0,0,1000,-1.00,-1.00,5.36
1,26,0,0,1000,-1.00,-1.00,5.47
1,27,0,0,1000,-1.00,-1.00,5.39
1,28,0,0,1000,-1.00,-1.00,5.33
1,29,0,0,1000,-1.00,-1.00,5.49
1,30,0,0,1000,-1.00,-1.00,5.50
1,31,0,0,1000,-1.00,-1.00,5.52
1,32,0,0,1000,-1.00,-1.00,5.65
1,33,0,0,1000,-1.00,-1.00,5.74
1,34,0,0,1000,-1.00,-1.00,5.87
1,35,0,0,1000,-1.00,-1.00,6.03
1,36,0,0,1000,-1.00,-1.00,6.24
1,37,0,0,1000,-1.00,-1.00,6.12
1,38,0,0,1000,-1.00,-1.00,6.23
1,39,0,0,1000,-1.00,-1.00,6.40
1,40,0,0,1000,-1.00,-1.00,6.41
1,41,0,0,1000,-1.00,-1.00,6.48
1,42,0,0,1000,-1.00,-1.00,6.63
1,43,0,0,1000,-1.00,-1.00,6.75
1,44,0,0,1000,-1.00,-1.00,6.75
1,45,0,0,1000,-1.00,-1.00,6.85
1,46,0,0,1000,-1.00,-1.00,6.98
1,47,0,0,1000,-1.00,-1.00,6.94
1,48,0,0,1000,-1.00,-1.00,7.07
