rep,t,pop1,pop2,pop3,k1,k2,k3
1,1,0,0,1000,-1.00,-1.00,0.32
1,2,0,0,1000,-1.00,-1.00,0.70
1,3,0,0,1000,-1.00,-1.00,1.01
1,4,0,0,1000,-1.00,-1.00,1.26
1,5,0,0,1000,-1.00,-1.00,1.59
1,6,0,0,1000,-1.00,-1.00,1.84
1,7,0,0,1000,-1.00,-1.00,2.09
1,8,0,0,1000,-1.00,-1.00,2.33
1,9,0,0,1000,-1.00,-1.00,2.51
1,10,0,0,1000,-1.00,-1.00,2.66
1,11,0,0,1000,-1.00,-1.00,2.80
1,12,0,0,1000,-1.00,-1.00,2.93
1,13,0,0,1000,-1.00,-1.00,3.06
1,14,0,0,1000,-1.00,-1.00,3.09
1,15,0,0,1000,-1.00,-1.00,3.36
1,16,0,0,1000,-1.00,-1.00,3.62
1,17,0,0,1000,-1.00,-1.00,3.81
1,18,0,0,1000,-1.00,-1.00,3.92
1,19,0,0,1000,-1.00,-1.00,3.96
1,20,0,0,1000,-1.00,-1.00,4.14
1,21,0,0,1000,-1.00,-1.00,4.24
1,22,0,0,1000,-1.00,-1.00,4.39
1,23,0,0,1000,-1.00,-1.00,4.55
1,24,0,0,1000,-1.00,-1.00,4.68
1,25,0,0,1000,-1.00,-1.00,4.87
1,26,0,0,1000,-1.00,-1.00,5.14
1,27,0,0,1000,-1.00,-1.00,5.23
1,28,0,0,1000,-1.00,-1.00,5.37
1,29,0,0,1000,-1.00,-1.00,5.48
1,30,0,0,1000,-1.00,-1.00,5.69
1,31,0,0,1000,-1.00,-1.00,5.71
1,32,0,0,1000,-1.00,-1.00,5.76
1,33,0,0,1000,-1.00,-1.00,5.80
1,34,0,0,1000,-1.00,-1.00,5.78
1,35,0,0,1000,-1.00,-1.00,5.83
1,36,0,0,1000,-1.00,-1.00,6.02
1,37,0,0,1000,-1.00,-1.00,6.02
1,38,0,0,1000,-1.00,-1.00,6.03
1,39,0,0,1000,-1.00,-1.00,6.17
1,40,0,0,1000,-1.00,-1.00,6.09
1,41,0,0,1000,-1.00,-1.00,6.06
1,42,0,0,1000,-1.00,-1.00,6.13
1,43,0,0,1000,-1.00,-1.00,6.20
1,44,0,0,1000,-1.00,-1.00,6.05
1,45,0,0,1000,-1.00,-1.00,6.28
1,46,0,0,1000,-1.00,-1.00,6.22
1,47,0,0,1000,-1.00,-1.00,6.10
1,48,0,0,1000,-1.00,-1.00,6.23
1,49,0,0,1000,-1.00,-1.00,6.14
1,50,0,0,1000,-1.00,-1.00,6.25
1,51,0,0,1000,-1.00,-1.00,6.18
1,52,0,0,1000,-1.00,-1.00,6.26
1,53,0,0,1000,-1.00,-1.00,6.24
1,54,0,0,1000,-1.00,-1.00,6.15
1,55,0,0,1000,-1.00,-1.00,6.15
1,56,0,0,1000,-1.00,-1.00,6.16
1,57,0,0,1000,-1.00,-1.00,6.24
1,58,0,0,1000,-1.00,-1.00,6.05
1,59,0,0,1000,-1.00,-1.00,6.11
1,60,0,0,1000,-1.00,-1.00,6.11
1,61,0,0,1000,-1.00,-1.00,6.15
1,62,0,0,1000,-1.00,-1.00,6.05
1,63,0,0,1000,-1.00,-1.00,6.17
1,64,0,0,1000,-1.00,-1.00,6.16
1,65,0,0,1000,-1.00,-1.00,6.22
1,66,0,0,1000,-1.00,-1.00,6.45
1,67,0,0,1000,-1.00,-1.00,6.45
1,68,0,0,1000,-1.00,-1.00,6.53
1,69,0,0,1000,-1.00,-1.00,6.71
1,70,0,0,1000,-1.00,-1.00,6.79
1,71,0,0,1000,-1.00,-1.00,6.72
1,72,0,0,1000,-1.00,-1.00,6.82
1,73,0,0,1000,-1.00,-1.00,6.88
1,74,0,0,1000,-1.00,-1.00,6.77
1,75,0,0,1000,-1.00,-1.00,6.87
1,76,0,0,1000,-1.00,-1.00,6.98
1,77,0,0,1000,-1.00,-1.00,6.88
1,78,0,0,1000,-1.00,-1.00,6.86
1,79,0,0,1000,-1.00,-1.00,6.93
1,80,0,0,1000,-1.00,-1.00,7.13
1,81,0,0,1000,-1.00,-1.00,7.08
1,82,0,0,1000,-1.00,-1.00,7.10
1,83,0,0,1000,-1.00,-1.00,6.98
1,84,0,0,1000,-1.00,-1.00,6.95
1,85,0,0,1000,-1.00,-1.00,6.93
1,86,0,0,1000,-1.00,-1.00,6.89
1,87,0,0,1000,-1.00,-1.00,6.97
1,88,0,0,1000,-1.00,-1.00,6.92
1,89,0,0,1000,-1.00,-1.00,6.87
1,90,0,0,1000,-1.00,-1.00,6.84
1,91,0,0,1000,-1.00,-1.00,6.92
1,92,0,0,1000,-1.00,-1.00,6.95
1,93,0,0,1000,-1.00,-1.00,6.92
1,94,0,0,1000,-1.00,-1.00,7.11
1,95,0,0,1000,-1.00,-1.00,7.07
1,96,0,0,1000,-1.00,-1.00,7.04
1,97,0,0,1000,-1.00,-1.00,6.97
1,98,0,0,1000,-1.00,-1.00,6.88
1,99,0,0,1000,-1.00,-1.00,6.93
1,100,0,0,1000,-1.00,-1.00,6.95
1,101,0,0,1000,-1.00,-1.00,7.03
1,102,0,0,1000,-1.00,-1.00,6.89
1,103,0,0,1000,-1.00,-1.00,6.87
1,104,0,0,1000,-1.00,-1.00,6.74
1,105,0,0,1000,-1.00,-1.00,6.55
1,106,0,0,1000,-1.00,-1.00,6.33
1,107,0,0,1000,-1.00,-1.00,6.22
1,108,0,0,1000,-1.00,-1.00,6.07
1,109,0,0,1000,-1.00,-1.00,6.08
1,110,0,0,1000,-1.00,-1.00,6.10
1,111,0,0,1000,-1.00,-1.00,6.18
1,112,0,0,1000,-1.00,-1.00,6.16
1,113,0,0,1000,-1.00,-1.00,6.07
1,114,0,0,1000,-1.00,-1.00,6.09
1,115,0,0,1000,-1.00,-1.00,6.04
1,116,0,0,1000,-1.00,-1.00,6.02
1,117,0,0,1000,-1.00,-1.00,6.09
1,118,0,0,1000,-1.00,-1.00,6.16
1,119,0,0,1000,-1.00,-1.00,6.10
1,120,0,0,1000,-1.00,-1.00,6.05
1,121,0,0,1000,-1.00,-1.00,6.09
1,122,0,0,1000,-1.00,-1.00,6.09
1,123,0,0,1000,-1.00,-1.00,6.07
1,124,0,0,1000,-1.00,-1.00,6.01
1,125,0,0,1000,-1.00,-1.00,5.82
1,126,0,0,1000,-1.00,-1.00,5.91
1,127,0,0,1000,-1.00,-1.00,5.94
1,128,0,0,1000,-1.00,-1.00,5.92
1,129,0,0,1000,-1.00,-1.00,5.91
1,130,0,0,1000,-1.00,-1.00,5.77
1,131,0,0,1000,-1.00,-1.00,5.75
1,132,0,0,1000,-1.00,-1.00,5.68
1,133,0,0,1000,-1.00,-1.00,5.66
1,134,0,0,1000,-1.00,-1.00,5.70
1,135,0,0,1000,-1.00,-1.00,5.79
1,136,0,0,1000,-1.00,-1.00,5.89
1,137,0,0,1000,-1.00,-1.00,5.94
1,138,0,0,1000,-1.00,-1.00,5.97
1,139,0,0,1000,-1.00,-1.00,5.99
1,140,0,0,1000,-1.00,-1.00,6.04
1,141,0,0,1000,-1.00,-1.00,6.07
1,142,0,0,1000,-1.00,-1.00,6.17
1,143,0,0,1000,-1.00,-1.00,6.16
1,144,0,0,1000,-1.00,-1.00,6.15
1,145,0,0,1000,-1.00,-1.00,6.19
1,146,0,0,1000,-1.00,-1.00,6.21
1,147,0,0,1000,-1.00,-1.00,6.24
1,148,0,0,1000,-1.00,-1.00,6.16
1,149,0,0,1000,-1.00,-1.00,6.10
1,150,0,0,1000,-1.00,-1.00,6.10
1,151,0,0,1000,-1.00,-1.00,6.29
1,152,0,0,1000,-1.00,-1.00,6.42
1,153,0,0,1000,-1.00,-1.00,6.61
1,154,0,0,1000,-1.00,-1.00,6.75
1,155,0,0,1000,-1.00,-1.00,6.88
1,156,0,0,1000,-1.00,-1.00,6.90
1,157,0,0,1000,-1.00,-1.00,6.80
1,158,0,0,1000,-1.00,-1.00,6.73
1,159,0,0,1000,-1.00,-1.00,6.52
1,160,0,0,1000,-1.00,-1.00,6.40
1,161,0,0,1000,-1.00,-1.00,6.51
1,162,0,0,1000,-1.00,-1.00,6.46
1,163,0,0,1000,-1.00,-1.00,6.34
1,164,0,0,1000,-1.00,-1.00,6.23
1,165,0,0,1000,-1.00,-1.00,6.36
1,166,0,0,1000,-1.00,-1.00,6.36
1,167,0,0,1000,-1.00,-1.00,6.32
1,168,0,0,1000,-1.00,-1.00,6.31
1,169,0,0,1000,-1.00,-1.00,6.28
1,170,0,0,1000,-1.00,-1.00,6.38
1,171,0,0,1000,-1.00,-1.00,6.30
1,172,0,0,1000,-1.00,-1.00,6.27
1,173,0,0,1000,-1.00,-1.00,6.20
1,174,0,0,1000,-1.00,-1.00,6.16
1,175,0,0,1000,-1.00,-1.00,6.16
1,176,0,0,1000,-1.00,-1.00,6.29
1,177,0,0,1000,-1.00,-1.00,6.38
1,178,0,0,1000,-1.00,-1.00,6.51
1,179,0,0,1000,-1.00,-1.00,6.61
1,180,0,0,1000,-1.00,-1.00,6.65
1,181,0,0,1000,-1.00,-1.00,6.72
1,182,0,0,1000,-1.00,-1.00,6.83
1,183,0,0,1000,-1.00,-1.00,6.99
1,184,0,0,1000,-1.00,-1.00,7.13
1,185,0,0,1000,-1.00,-1.00,7.09
1,186,0,0,1000,-1.00,-1.00,7.20
1,187,0,0,1000,-1.00,-1.00,7.15
1,188,0,0,1000,-1.00,-1.00,7.11
1,189,0,0,1000,-1.00,-1.00,7.21
1,190,0,0,1000,-1.00,-1.00,7.19
1,191,0,0,1000,-1.00,-1.00,7.24
1,192,0,0,1000,-1.00,-1.00,7.26
1,193,0,0,1000,-1.00,-1.00,7.28
1,194,0,0,1000,-1.00,-1.00,7.25
1,195,0,0,1000,-1.00,-1.00,7.42
1,196,0,0,1000,-1.00,-1.00,7.35
1,197,0,0,1000,-1.00,-1.00,7.36
1,198,0,0,1000,-1.00,-1.00,7.47
1,199,0,0,1000,-1.00,-1.00,7.42
1,200,0,0,1000,-1.00,-1.00,7.33
1,201,0,0,1000,-1.00,-1.00,7.19
1,202,0,0,1000,-1.00,-1.00,7.19
1,203,0,0,1000,-1.00,-1.00,7.13
1,204,0,0,1000,-1.00,-1.00,7.10
1,205,0,0,1000,-1.00,-1.00,7.11
1,206,0,0,1000,-1.00,-1.00,7.05
1,207,0,0,1000,-1.00,-1.00,7.14
1,208,0,0,1000,-1.00,-1.00,7.05
1,209,0,0,1000,-1.00,-1.00,7.15
1,210,0,0,1000,-1.00,-1.00,7.26
1,211,0,0,1000,-1.00,-1.00,7.18
1,212,0,0,1000,-1.00,-1.00,7.21
1,213,0,0,1000,-1.00,-1.00,7.12
1,214,0,0,1000,-1.00,-1.00,6.98
1,215,0,0,1000,-1.00,-1.00,6.97
1,216,0,0,1000,-1.00,-1.00,7.04
1,217,0,0,1000,-1.00,-1.00,7.14
1,218,0,0,1000,-1.00,-1.00,7.07
1,219,0,0,1000,-1.00,-1.00,7.05
1,220,0,0,1000,-1.00,-1.00,6.93
1,221,0,0,1000,-1.00,-1.00,6.79
1,222,0,0,1000,-1.00,-1.00,6.84
1,223,0,0,1000,-1.00,-1.00,6.82
1,224,0,0,1000,-1.00,-1.00,6.80
1,225,0,0,1000,-1.00,-1.00,6.82
1,226,0,0,1000,-1.00,-1.00,6.86
1,227,0,0,1000,-1.00,-1.00,6.91
1,228,0,0,1000,-1.00,-1.00,6.84
1,229,0,0,1000,-1.00,-1.00,6.86
1,230,0,0,1000,-1.00,-1.00,6.97
1,231,0,0,1000,-1.00,-1.00,7.03
1,232,0,0,1000,-1.00,-1.00,6.95
1,233,0,0,1000,-1.00,-1.00,6.91
1,234,0,0,1000,-1.00,-1.00,6.97
1,235,0,0,1000,-1.00,-1.00,6.92
1,236,0,0,1000,-1.00,-1.00,7.13
1,237,0,0,1000,-1.00,-1.00,7.14
1,238,0,0,1000,-1.00,-1.00,7.22
