rep,t,pop1,pop2,pop3,k1,k2,k3
1,1,0,0,1000,-1.00,-1.00,0.44
1,2,0,0,1000,-1.00,-1.00,0.87
1,3,0,0,1000,-1.00,-1.00,1.28
1,4,0,0,1000,-1.00,-1.00,1.66
1,5,0,0,1000,-1.00,-1.00,2.02
1,6,0,0,1000,-1.00,-1.00,2.35
1,7,0,0,1000,-1.00,-1.00,2.65
1,8,0,0,1000,-1.00,-1.00,3.00
1,9,0,0,1000,-1.00,-1.00,3.35
1,10,0,0,1000,-1.00,-1.00,3.67
1,11,0,0,1000,-1.00,-1.00,3.97
1,12,0,0,1000,-1.00,-1.00,4.09
1,13,0,0,1000,-1.00,-1.00,4.35
1,14,0,0,1000,-1.00,-1.00,4.64
1,15,0,0,1000,-1.00,-1.00,4.86
1,16,0,0,1000,-1.00,-1.00,5.08
1,17,0,0,1000,-1.00,-1.00,5.45
1,18,0,0,1000,-1.00,-1.00,5.51
1,19,0,0,1000,-1.00,-1.00,5.69
1,20,0,0,1000,-1.00,-1.00,5.75
1,21,0,0,1000,-1.00,-1.00,5.86
1,22,0,0,1000,-1.00,-1.00,5.95
1,23,0,0,1000,-1.00,-1.00,6.03
1,24,0,0,1000,-1.00,-1.00,6.22
1,25,0,0,1000,-1.00,-1.00,6.25
1,26,0,0,1000,-1.00,-1.00,6.35
1,27,0,0,1000,-1.00,-1.00,6.44
1,28,0,0,1000,-1.00,-1.00,6.65
1,29,0,0,1000,-1.00,-1.00,6.85
1,30,0,0,1000,-1.00,-1.00,6.96
1,31,0,0,1000,-1.00,-1.00,6.92
1,32,0,0,1000,-1.00,-1.00,7.04
1,33,0,0,1000,-1.00,-1.00,7.07
1,34,0,0,1000,-1.00,-1.00,7.20
1,35,0,0,1000,-1.00,-1.00,7.50
1,36,0,0,1000,-1.00,-1.00,7.60
1,37,0,0,1000,-1.00,-1.00,7.65
1,38,0,0,1000,-1.00,-1.00,7.86
1,39,0,0,1000,-1.00,-1.00,7.84
1,40,0,0,1000,-1.00,-1.00,7.81
1,41,0,0,1000,-1.00,-1.00,7.72
1,42,0,0,1000,-1.00,-1.00,7.64
1,43,0,0,1000,-1.00,-1.00,7.76
1,44,0,0,1000,-1.00,-1.00,7.77
1,45,0,0,1000,-1.00,-1.00,7.66
1,46,0,0,1000,-1.00,-1.00,7.70
1,47,0,0,1000,-1.00,-1.00,7.72
1,48,0,0,1000,-1.00,-1.00,7.88
1,49,0,0,1000,-1.00,-1.00,7.94
1,50,0,0,1000,-1.00,-1.00,8.07
1,51,0,0,1000,-1.00,-1.00,8.15
1,52,0,0,1000,-1.00,-1.00,8.13
1,53,0,0,1000,-1.00,-1.00,8.23
1,54,0,0,1000,-1.00,-1.00,8.18
1,55,0,0,1000,-1.00,-1.00,8.18
1,56,0,0,1000,-1.00,-1.00,8.11
1,57,0,0,1000,-1.00,-1.00,8.13
1,58,0,0,1000,-1.00,-1.00,8.26
1,59,0,0,1000,-1.00,-1.00,8.25
1,60,0,0,1000,-1.00,-1.00,8.41
1,61,0,0,1000,-1.00,-1.00,8.42
1,62,0,0,1000,-1.00,-1.00,8.66
1,63,0,0,1000,-1.00,-1.00,8.52
1,64,0,0,1000,-1.00,-1.00,8.51
1,65,0,0,1000,-1.00,-1.00,8.69
1,66,0,0,1000,-1.00,-1.00,8.62
1,67,0,0,1000,-1.00,-1.00,8.62
1,68,0,0,1000,-1.00,-1.00,8.54
1,69,0,0,1000,-1.00,-1.00,8.56
1,70,0,0,1000,-1.00,-1.00,8.55
1,71,0,0,1000,-1.00,-1.00,8.49
1,72,0,0,1000,-1.00,-1.00,8.60
1,73,0,0,1000,-1.00,-1.00,8.66
1,74,0,0,1000,-1.00,-1.00,8.70
1,75,0,0,1000,-1.00,-1.00,8.78
1,76,0,0,1000,-1.00,-1.00,8.75
1,77,0,0,1000,-1.00,-1.00,8.63
1,78,0,0,1000,-1.00,-1.00,8.55
1,79,0,0,1000,-1.00,-1.00,8.40
1,80,0,0,1000,-1.00,-1.00,8.41
1,81,0,0,1000,-1.00,-1.00,8.43
1,82,0,0,1000,-1.00,-1.00,8.65
1,83,0,0,1000,-1.00,-1.00,8.70
1,84,0,0,1000,-1.00,-1.00,8.55
1,85,0,0,1000,-1.00,-1.00,8.61
1,86,0,0,1000,-1.00,-1.00,8.60
