pop1,pop2,k1,k2
893,0,11.92,-1.00
654,0,11.35,-1.00
0,777,-1.00,9.53
1105,0,10.93,-1.00
1136,0,10.83,-1.00
68,0,15.53,-1.00
808,0,8.95,-1.00
924,0,9.92,-1.00
0,752,-1.00,7.49
0,3,-1.00,18.67
0,718,-1.00,14.47
815,0,7.56,-1.00
92,0,15.77,-1.00
916,0,11.48,-1.00
0,0,-1.00,-1.00
8,0,16.38,-1.00
0,598,-1.00,9.65
899,0,11.28,-1.00
802,0,7.34,-1.00
796,0,9.75,-1.00
1286,0,8.44,-1.00
0,703,-1.00,10.64
0,236,-1.00,15.98
868,0,10.24,-1.00
1,0,21.00,-1.00
0,784,-1.00,12.88
0,740,-1.00,13.65
141,0,15.60,-1.00
620,0,10.16,-1.00
710,0,12.83,-1.00
0,983,-1.00,9.52
4,0,15.50,-1.00
3,0,21.00,-1.00
0,891,-1.00,12.37
652,0,12.94,-1.00
0,660,-1.00,11.64
632,0,11.53,-1.00
711,0,11.45,-1.00
641,0,12.54,-1.00
38,0,17.76,-1.00
0,50,-1.00,16.70
0,660,-1.00,11.55
0,35,-1.00,17.83
0,4,-1.00,15.75
828,0,8.69,-1.00
0,396,-1.00,14.90
0,573,-1.00,12.87
2,0,18.00,-1.00
1030,0,9.35,-1.00
536,0,12.97,-1.00
498,0,14.16,-1.00
922,0,10.35,-1.00
0,805,-1.00,10.98
1,0,25.00,-1.00
778,0,8.98,-1.00
287,0,13.80,-1.00
0,857,-1.00,11.50
1025,0,12.66,-1.00
1022,0,8.66,-1.00
0,1365,-1.00,8.12
944,0,12.85,-1.00
0,3,-1.00,19.00
0,88,-1.00,14.52
3,0,20.67,-1.00
788,0,9.90,-1.00
884,0,9.60,-1.00
674,0,8.71,-1.00
0,571,-1.00,12.83
9,0,19.33,-1.00
0,792,-1.00,8.88
0,908,-1.00,8.86
729,0,12.09,-1.00
0,52,-1.00,16.77
0,1186,-1.00,11.37
0,873,-1.00,11.94
699,0,8.56,-1.00
1185,0,8.51,-1.00
0,0,-1.00,-1.00
1038,0,8.39,-1.00
833,0,11.83,-1.00
0,34,-1.00,18.24
0,0,-1.00,-1.00
880,0,7.62,-1.00
941,0,8.79,-1.00
0,806,-1.00,14.12
1132,0,13.05,-1.00
0,169,-1.00,16.41
1118,0,8.75,-1.00
0,485,-1.00,14.33
0,1188,-1.00,9.68
7,0,18.86,-1.00
0,20,-1.00,18.95
0,0,-1.00,-1.00
683,0,9.43,-1.00
604,0,13.42,-1.00
493,0,15.69,-1.00
0,604,-1.00,9.77
1112,0,9.55,-1.00
0,189,-1.00,15.92
0,560,-1.00,13.98
