pop1,pop2,k1,k2
0,0,-1.00,-1.00
791,0,13.66,-1.00
0,844,-1.00,12.24
0,1158,-1.00,10.38
0,15,-1.00,19.00
0,2,-1.00,20.50
1,0,20.00,-1.00
715,0,13.64,-1.00
1,0,19.00,-1.00
0,566,-1.00,11.92
687,0,14.18,-1.00
607,0,13.12,-1.00
183,0,17.13,-1.00
505,0,14.50,-1.00
651,0,14.93,-1.00
803,0,11.19,-1.00
240,0,17.27,-1.00
0,18,-1.00,21.44
175,0,15.65,-1.00
0,212,-1.00,17.04
75,0,16.27,-1.00
2,0,16.00,-1.00
18,0,14.39,-1.00
0,443,-1.00,13.93
0,183,-1.00,17.50
849,0,14.11,-1.00
706,0,14.21,-1.00
686,0,12.24,-1.00
920,0,14.52,-1.00
2,0,16.00,-1.00
0,277,-1.00,15.20
858,0,14.68,-1.00
0,190,-1.00,15.41
0,8,-1.00,19.00
202,0,15.79,-1.00
845,0,11.44,-1.00
60,0,16.78,-1.00
751,0,9.91,-1.00
0,36,-1.00,13.50
0,25,-1.00,20.36
0,107,-1.00,18.21
117,0,16.35,-1.00
282,0,15.69,-1.00
980,0,13.82,-1.00
698,0,10.56,-1.00
1037,0,11.07,-1.00
338,0,15.39,-1.00
130,0,17.49,-1.00
805,0,12.99,-1.00
663,0,12.58,-1.00
633,0,11.06,-1.00
0,533,-1.00,14.22
0,777,-1.00,13.90
84,0,17.10,-1.00
830,0,12.08,-1.00
0,2,-1.00,17.00
1,0,23.00,-1.00
392,0,15.33,-1.00
172,0,16.58,-1.00
0,793,-1.00,10.33
47,0,17.62,-1.00
765,0,11.25,-1.00
410,0,14.41,-1.00
336,0,16.20,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,154,-1.00,16.79
166,0,17.55,-1.00
0,774,-1.00,14.32
299,0,15.64,-1.00
0,8,-1.00,16.75
0,33,-1.00,16.24
332,0,15.67,-1.00
590,0,14.55,-1.00
821,0,10.47,-1.00
200,0,16.73,-1.00
45,0,17.76,-1.00
31,0,15.48,-1.00
0,0,-1.00,-1.00
1017,0,12.55,-1.00
0,812,-1.00,13.48
0,2,-1.00,22.50
553,0,12.39,-1.00
0,4,-1.00,19.00
45,0,18.93,-1.00
369,0,14.92,-1.00
0,0,-1.00,-1.00
732,0,12.55,-1.00
0,0,-1.00,-1.00
0,417,-1.00,15.94
592,0,14.02,-1.00
159,0,13.92,-1.00
548,0,14.57,-1.00
606,0,12.28,-1.00
200,0,16.22,-1.00
0,0,-1.00,-1.00
30,0,17.43,-1.00
0,3,-1.00,19.33
71,0,17.54,-1.00
0,4,-1.00,18.00
