pop1,pop2,k1,k2
0,361,-1.00,14.30
136,0,16.46,-1.00
0,605,-1.00,12.21
706,0,10.91,-1.00
722,0,11.68,-1.00
769,0,13.67,-1.00
1096,0,11.90,-1.00
1102,0,11.78,-1.00
839,0,9.61,-1.00
621,0,10.62,-1.00
596,0,9.45,-1.00
597,0,9.10,-1.00
1274,0,9.31,-1.00
767,0,10.53,-1.00
0,16,-1.00,18.38
564,0,10.99,-1.00
929,0,7.97,-1.00
252,0,15.66,-1.00
608,0,11.85,-1.00
674,0,8.78,-1.00
595,0,11.15,-1.00
0,779,-1.00,9.21
882,0,9.89,-1.00
597,0,12.80,-1.00
583,0,14.00,-1.00
785,0,8.96,-1.00
0,530,-1.00,13.92
0,736,-1.00,11.00
572,0,13.39,-1.00
122,0,16.81,-1.00
0,917,-1.00,12.95
0,487,-1.00,15.20
0,90,-1.00,16.78
78,0,16.27,-1.00
589,0,12.07,-1.00
0,841,-1.00,13.32
0,850,-1.00,10.69
0,897,-1.00,13.28
679,0,8.94,-1.00
0,0,-1.00,-1.00
646,0,11.11,-1.00
603,0,13.41,-1.00
1008,0,10.02,-1.00
979,0,10.09,-1.00
925,0,9.78,-1.00
599,0,13.60,-1.00
759,0,11.24,-1.00
580,0,12.20,-1.00
536,0,13.07,-1.00
1048,0,8.62,-1.00
539,0,14.94,-1.00
576,0,11.13,-1.00
0,564,-1.00,13.92
0,0,-1.00,-1.00
101,0,15.64,-1.00
558,0,11.15,-1.00
225,0,15.28,-1.00
991,0,11.22,-1.00
523,0,12.72,-1.00
533,0,13.61,-1.00
765,0,8.02,-1.00
864,0,12.95,-1.00
0,25,-1.00,18.36
640,0,8.94,-1.00
883,0,11.68,-1.00
0,815,-1.00,9.32
8,0,19.75,-1.00
437,0,14.17,-1.00
0,0,-1.00,-1.00
950,0,9.16,-1.00
0,0,-1.00,-1.00
595,0,11.10,-1.00
0,562,-1.00,11.59
828,0,12.86,-1.00
759,0,8.69,-1.00
0,833,-1.00,10.52
541,0,11.34,-1.00
632,0,11.11,-1.00
708,0,10.11,-1.00
732,0,11.14,-1.00
22,0,17.18,-1.00
601,0,10.68,-1.00
0,0,-1.00,-1.00
1011,0,10.21,-1.00
658,0,14.41,-1.00
925,0,6.79,-1.00
566,0,9.79,-1.00
0,534,-1.00,12.51
0,993,-1.00,13.51
736,0,10.79,-1.00
0,445,-1.00,14.13
711,0,8.35,-1.00
655,0,10.87,-1.00
0,506,-1.00,14.89
826,0,11.17,-1.00
3,0,16.00,-1.00
0,172,-1.00,15.10
585,0,12.82,-1.00
0,1023,-1.00,12.26
605,0,13.00,-1.00
