pop1,pop2,k1,k2
469,0,15.10,-1.00
27,0,18.07,-1.00
0,0,-1.00,-1.00
0,652,-1.00,13.75
621,0,12.97,-1.00
0,0,-1.00,-1.00
11,0,21.00,-1.00
0,12,-1.00,19.17
151,0,15.79,-1.00
0,0,-1.00,-1.00
79,0,15.43,-1.00
880,0,12.50,-1.00
721,0,14.36,-1.00
81,0,16.01,-1.00
143,0,16.84,-1.00
0,273,-1.00,16.00
0,596,-1.00,14.54
529,0,14.36,-1.00
1,0,29.00,-1.00
0,36,-1.00,17.25
0,723,-1.00,13.65
1,0,19.00,-1.00
0,878,-1.00,14.26
31,0,18.19,-1.00
5,0,22.00,-1.00
0,304,-1.00,15.66
507,0,13.81,-1.00
295,0,16.19,-1.00
0,654,-1.00,11.30
580,0,15.11,-1.00
0,0,-1.00,-1.00
0,0,-1.00,-1.00
0,1149,-1.00,10.34
311,0,15.83,-1.00
0,95,-1.00,16.45
1089,0,10.63,-1.00
0,683,-1.00,11.59
0,3,-1.00,25.00
763,0,11.94,-1.00
0,346,-1.00,16.79
0,740,-1.00,10.41
6,0,17.67,-1.00
798,0,14.53,-1.00
0,2,-1.00,23.50
0,409,-1.00,14.17
0,954,-1.00,13.25
1092,0,11.64,-1.00
0,705,-1.00,14.67
715,0,9.08,-1.00
364,0,15.48,-1.00
10,0,18.80,-1.00
462,0,14.57,-1.00
0,959,-1.00,14.63
0,123,-1.00,17.61
181,0,15.84,-1.00
157,0,17.65,-1.00
0,702,-1.00,11.89
4,0,22.75,-1.00
0,75,-1.00,16.77
217,0,16.24,-1.00
20,0,15.45,-1.00
492,0,13.23,-1.00
0,207,-1.00,16.37
4,0,25.50,-1.00
0,7,-1.00,18.43
756,0,11.63,-1.00
723,0,11.52,-1.00
0,722,-1.00,11.36
0,956,-1.00,14.19
0,868,-1.00,11.64
406,0,15.55,-1.00
747,0,12.18,-1.00
662,0,13.51,-1.00
0,153,-1.00,15.59
82,0,15.34,-1.00
3,0,16.00,-1.00
0,0,-1.00,-1.00
107,0,18.67,-1.00
460,0,14.10,-1.00
295,0,15.85,-1.00
0,68,-1.00,16.96
873,0,14.12,-1.00
721,0,13.43,-1.00
89,0,17.58,-1.00
14,0,18.43,-1.00
547,0,15.52,-1.00
66,0,17.71,-1.00
308,0,15.92,-1.00
0,608,-1.00,14.15
1,0,24.00,-1.00
0,17,-1.00,16.71
18,0,17.78,-1.00
0,226,-1.00,16.37
577,0,11.84,-1.00
311,0,16.88,-1.00
0,1,-1.00,21.00
0,106,-1.00,18.44
1074,0,12.64,-1.00
52,0,19.46,-1.00
796,0,13.57,-1.00
