pop1,pop2,k1,k2
0,964,-1.00,11.01
0,3,-1.00,20.33
4,0,17.00,-1.00
611,0,11.00,-1.00
628,0,13.60,-1.00
713,0,14.70,-1.00
548,0,13.03,-1.00
649,0,14.17,-1.00
1026,0,9.62,-1.00
678,0,9.12,-1.00
278,0,14.53,-1.00
544,0,12.70,-1.00
0,282,-1.00,14.58
12,0,15.92,-1.00
450,0,13.78,-1.00
0,886,-1.00,13.79
117,0,15.97,-1.00
0,362,-1.00,15.19
9,0,19.44,-1.00
0,61,-1.00,15.79
0,22,-1.00,18.59
161,0,15.40,-1.00
960,0,11.02,-1.00
0,227,-1.00,15.57
100,0,15.33,-1.00
799,0,11.42,-1.00
0,793,-1.00,12.03
0,5,-1.00,23.80
525,0,15.20,-1.00
1178,0,10.68,-1.00
1213,0,7.42,-1.00
0,77,-1.00,15.96
635,0,9.75,-1.00
687,0,12.00,-1.00
0,901,-1.00,12.21
0,15,-1.00,19.87
813,0,11.57,-1.00
0,0,-1.00,-1.00
564,0,13.11,-1.00
746,0,12.15,-1.00
0,696,-1.00,10.14
0,76,-1.00,15.93
762,0,13.23,-1.00
878,0,8.91,-1.00
748,0,9.26,-1.00
0,65,-1.00,17.00
0,0,-1.00,-1.00
926,0,11.43,-1.00
630,0,11.86,-1.00
0,583,-1.00,13.57
657,0,12.63,-1.00
0,973,-1.00,13.18
1081,0,10.99,-1.00
34,0,16.15,-1.00
797,0,9.02,-1.00
0,2,-1.00,19.00
737,0,13.22,-1.00
0,0,-1.00,-1.00
723,0,12.59,-1.00
336,0,16.06,-1.00
0,566,-1.00,14.96
436,0,15.58,-1.00
0,559,-1.00,13.29
541,0,12.96,-1.00
0,571,-1.00,10.83
1118,0,10.33,-1.00
756,0,9.63,-1.00
0,1206,-1.00,9.72
684,0,11.19,-1.00
485,0,14.61,-1.00
606,0,13.46,-1.00
629,0,13.59,-1.00
0,141,-1.00,16.99
157,0,16.61,-1.00
512,0,14.58,-1.00
718,0,11.21,-1.00
650,0,11.07,-1.00
2,0,18.00,-1.00
0,548,-1.00,12.33
891,0,13.92,-1.00
42,0,17.83,-1.00
724,0,12.96,-1.00
0,50,-1.00,19.34
630,0,11.54,-1.00
0,40,-1.00,17.05
3,0,20.33,-1.00
4,0,18.75,-1.00
733,0,6.71,-1.00
633,0,14.61,-1.00
977,0,9.00,-1.00
738,0,9.85,-1.00
2,0,19.00,-1.00
0,897,-1.00,13.85
0,0,-1.00,-1.00
0,528,-1.00,11.87
77,0,16.91,-1.00
0,497,-1.00,15.25
923,0,14.11,-1.00
1088,0,11.78,-1.00
588,0,11.96,-1.00
