pop1,pop2,k1,k2
1020,0,10.46,-1.00
1258,0,9.11,-1.00
739,0,11.42,-1.00
815,0,9.34,-1.00
0,605,-1.00,11.37
786,0,10.80,-1.00
678,0,13.63,-1.00
1069,0,7.77,-1.00
886,0,12.13,-1.00
943,0,11.09,-1.00
1057,0,7.97,-1.00
0,62,-1.00,16.16
0,281,-1.00,15.17
654,0,14.26,-1.00
826,0,8.70,-1.00
390,0,14.31,-1.00
789,0,5.97,-1.00
0,0,-1.00,-1.00
783,0,8.76,-1.00
601,0,12.49,-1.00
711,0,10.43,-1.00
0,48,-1.00,18.17
0,1297,-1.00,8.62
0,14,-1.00,16.86
0,137,-1.00,15.32
1106,0,6.69,-1.00
4,0,19.50,-1.00
603,0,11.90,-1.00
0,692,-1.00,11.89
0,930,-1.00,8.75
957,0,13.59,-1.00
703,0,6.91,-1.00
872,0,5.71,-1.00
0,0,-1.00,-1.00
154,0,15.95,-1.00
0,889,-1.00,12.41
0,735,-1.00,7.52
780,0,9.93,-1.00
7,0,15.00,-1.00
719,0,9.45,-1.00
6,0,15.83,-1.00
805,0,8.15,-1.00
545,0,12.18,-1.00
548,0,12.74,-1.00
925,0,6.70,-1.00
570,0,10.65,-1.00
0,4,-1.00,18.00
1040,0,10.18,-1.00
1280,0,7.18,-1.00
0,910,-1.00,8.27
852,0,7.84,-1.00
0,1160,-1.00,10.55
1093,0,8.69,-1.00
951,0,8.26,-1.00
0,640,-1.00,8.69
0,440,-1.00,14.32
964,0,10.18,-1.00
891,0,6.17,-1.00
858,0,7.83,-1.00
656,0,8.20,-1.00
950,0,10.12,-1.00
0,652,-1.00,13.97
0,622,-1.00,12.32
0,1024,-1.00,7.24
0,1339,-1.00,7.26
0,777,-1.00,11.07
827,0,9.33,-1.00
0,235,-1.00,14.71
0,872,-1.00,6.46
822,0,10.33,-1.00
674,0,11.79,-1.00
606,0,11.29,-1.00
870,0,7.74,-1.00
0,599,-1.00,10.71
712,0,11.70,-1.00
1274,0,7.99,-1.00
828,0,7.12,-1.00
704,0,10.49,-1.00
0,1165,-1.00,8.24
0,5,-1.00,16.60
0,1278,-1.00,8.01
735,0,6.08,-1.00
1111,0,10.95,-1.00
614,0,9.61,-1.00
859,0,13.03,-1.00
0,0,-1.00,-1.00
0,967,-1.00,9.37
613,0,9.53,-1.00
882,0,7.55,-1.00
1134,0,6.79,-1.00
896,0,13.27,-1.00
0,816,-1.00,10.64
0,789,-1.00,10.46
760,0,11.66,-1.00
1013,0,7.25,-1.00
0,1013,-1.00,8.38
806,0,14.30,-1.00
695,0,9.78,-1.00
730,0,9.29,-1.00
880,0,8.40,-1.00
