pop1,pop2,k1,k2
594,0,4.24,-1.00
0,872,-1.00,1.58
700,0,3.41,-1.00
0,708,-1.00,2.65
0,723,-1.00,3.68
0,784,-1.00,2.20
654,0,3.28,-1.00
0,639,-1.00,2.95
625,0,3.50,-1.00
0,689,-1.00,3.49
0,719,-1.00,3.02
0,804,-1.00,2.36
740,0,2.86,-1.00
746,0,2.34,-1.00
693,0,3.53,-1.00
0,635,-1.00,3.76
0,689,-1.00,3.19
588,0,4.47,-1.00
691,0,3.53,-1.00
0,897,-1.00,1.52
0,713,-1.00,3.36
0,662,-1.00,3.13
0,883,-1.00,1.77
0,787,-1.00,2.61
640,0,3.25,-1.00
0,766,-1.00,2.96
0,777,-1.00,2.84
616,0,3.71,-1.00
0,746,-1.00,2.79
706,0,3.02,-1.00
728,0,3.36,-1.00
0,875,-1.00,1.54
0,644,-1.00,3.11
846,0,2.20,-1.00
0,830,-1.00,1.82
0,738,-1.00,2.76
0,660,-1.00,3.43
0,727,-1.00,2.92
721,0,3.16,-1.00
0,889,-1.00,0.74
0,590,-1.00,3.52
0,759,-1.00,2.54
0,804,-1.00,2.09
755,0,2.88,-1.00
729,0,2.56,-1.00
0,819,-1.00,1.81
0,731,-1.00,2.98
756,0,2.49,-1.00
0,573,-1.00,4.93
0,744,-1.00,2.64
0,987,-1.00,0.60
0,783,-1.00,2.00
0,793,-1.00,1.74
0,810,-1.00,1.86
0,814,-1.00,1.76
0,784,-1.00,1.96
0,668,-1.00,3.02
0,754,-1.00,2.81
745,0,3.27,-1.00
768,0,2.77,-1.00
0,827,-1.00,1.93
0,756,-1.00,2.38
0,670,-1.00,2.95
0,849,-1.00,2.14
0,626,-1.00,3.74
790,0,2.69,-1.00
0,751,-1.00,2.22
0,701,-1.00,3.45
618,0,3.48,-1.00
0,685,-1.00,3.76
613,0,3.64,-1.00
724,0,2.79,-1.00
0,651,-1.00,3.34
0,678,-1.00,3.58
0,674,-1.00,2.99
0,767,-1.00,2.36
0,683,-1.00,3.47
617,0,3.92,-1.00
0,712,-1.00,2.88
0,658,-1.00,2.98
0,813,-1.00,2.34
0,828,-1.00,1.55
0,783,-1.00,2.81
729,0,2.58,-1.00
0,788,-1.00,1.97
724,0,2.49,-1.00
0,690,-1.00,2.78
0,711,-1.00,2.68
0,611,-1.00,3.57
0,750,-1.00,2.95
0,690,-1.00,3.10
0,762,-1.00,2.32
0,655,-1.00,3.15
0,641,-1.00,3.61
0,773,-1.00,2.75
695,0,3.56,-1.00
0,761,-1.00,2.93
0,819,-1.00,1.71
0,794,-1.00,2.56
652,0,3.43,-1.00
