pop1,pop2,k1,k2
0,469,-1.00,5.30
0,601,-1.00,5.02
0,521,-1.00,5.78
0,623,-1.00,4.32
291,0,8.60,-1.00
0,509,-1.00,4.94
0,670,-1.00,3.49
0,479,-1.00,5.81
0,597,-1.00,4.40
0,550,-1.00,4.76
0,534,-1.00,4.58
387,0,6.81,-1.00
0,519,-1.00,5.50
598,0,5.43,-1.00
0,552,-1.00,5.03
0,516,-1.00,4.95
284,0,8.58,-1.00
0,216,-1.00,10.00
0,587,-1.00,5.21
0,568,-1.00,5.12
0,300,-1.00,8.76
310,0,7.92,-1.00
0,470,-1.00,6.04
0,466,-1.00,5.90
0,506,-1.00,5.98
0,538,-1.00,5.16
377,0,7.78,-1.00
0,621,-1.00,3.99
0,571,-1.00,4.97
0,538,-1.00,5.21
0,418,-1.00,6.09
0,445,-1.00,5.84
0,526,-1.00,5.89
0,543,-1.00,5.01
594,0,5.49,-1.00
0,561,-1.00,5.23
213,0,9.83,-1.00
0,590,-1.00,4.69
0,561,-1.00,4.66
0,605,-1.00,4.19
0,459,-1.00,6.14
0,480,-1.00,6.24
633,0,3.85,-1.00
618,0,4.51,-1.00
0,452,-1.00,6.12
0,403,-1.00,7.17
0,545,-1.00,5.18
0,496,-1.00,5.89
0,576,-1.00,4.61
0,301,-1.00,7.98
0,423,-1.00,7.05
0,634,-1.00,4.00
0,548,-1.00,4.77
0,324,-1.00,8.19
374,0,7.29,-1.00
0,488,-1.00,5.90
487,0,5.30,-1.00
0,328,-1.00,7.30
285,0,9.47,-1.00
393,0,6.70,-1.00
0,587,-1.00,4.71
0,616,-1.00,4.53
250,0,8.57,-1.00
0,571,-1.00,5.14
0,477,-1.00,6.29
0,533,-1.00,5.83
0,524,-1.00,6.08
511,0,5.40,-1.00
0,611,-1.00,4.29
0,454,-1.00,6.90
0,440,-1.00,6.97
0,514,-1.00,4.68
581,0,4.94,-1.00
0,563,-1.00,4.10
543,0,4.72,-1.00
0,464,-1.00,6.53
0,540,-1.00,4.94
239,0,9.02,-1.00
0,347,-1.00,7.88
0,468,-1.00,5.48
507,0,6.36,-1.00
308,0,9.54,-1.00
0,621,-1.00,5.05
0,485,-1.00,5.65
0,480,-1.00,5.66
0,485,-1.00,6.44
0,595,-1.00,4.19
509,0,5.89,-1.00
0,602,-1.00,4.93
0,526,-1.00,5.54
0,502,-1.00,4.80
0,387,-1.00,6.65
0,507,-1.00,5.22
0,583,-1.00,4.46
0,650,-1.00,3.58
0,492,-1.00,5.90
459,0,6.66,-1.00
506,0,6.17,-1.00
675,0,4.00,-1.00
0,629,-1.00,3.96
